id,order_date,customer_id,status,serial_number,address,notes,delivery_date,employee_id,created_at,updated_at,coupon_id,delivery_fee,payment_method,payment_note,invoice_id,invoice_no,local_id,delivery_code,seller_id,commission_rate
1753,2024-12-14 17:17:28,304,invoiced,202403040011,,,2024-12-14 00:00:00,108.0,2024-12-14 14:17:28,2024-12-15 08:49:15,,15.0,CASH,,869,2,,,,
1754,2024-12-14 18:39:39,30,invoiced,202400300006,,,2024-12-14 22:00:00,108.0,2024-12-14 15:39:39,2024-12-14 17:39:29,,0.0,CASH,,866,2,,,,
1755,2024-12-14 18:41:16,97,invoiced,202400970029,,,2024-12-14 00:00:00,,2024-12-14 15:41:16,2024-12-14 17:14:54,,15.0,BANK,,865,2,,,,
1756,2024-12-15 00:31:35,351,invoiced,202403510002,,,2024-12-15 11:00:00,108.0,2024-12-14 21:31:35,2024-12-15 15:26:43,,15.0,CASH,,871,2,,,,
1757,2024-12-15 03:32:05,300,invoiced,202403000007,,,2024-12-15 00:00:00,108.0,2024-12-15 00:32:05,2024-12-15 08:48:47,,15.0,CASH,,868,2,,,,
1758,2024-12-15 06:35:40,222,invoiced,202402220018,,,2024-12-15 00:00:00,108.0,2024-12-15 03:35:40,2024-12-15 06:04:44,,15.0,CASH,,867,2,,,,
1759,2024-12-15 09:56:37,226,waiting,202402260006,,,2024-12-15 00:00:00,226.0,2024-12-15 06:56:37,2024-12-15 06:56:37,,0.0,CASH,,,,,,,
1760,2024-12-15 11:16:30,321,waiting,202403210024,,,2024-12-15 00:00:00,,2024-12-15 08:16:30,2024-12-15 08:16:30,,15.0,CASH,,,,,,,
1761,2024-12-15 15:25:21,287,invoiced,202402870008,,,2024-12-15 00:00:00,108.0,2024-12-15 12:25:21,2024-12-15 15:18:11,,15.0,CASH,,870,2,,,,
1762,2024-12-15 20:31:15,208,invoiced,202402080009,,,2024-12-15 00:00:00,108.0,2024-12-15 17:31:15,2024-12-16 07:48:32,,0.0,BANK,,875,2,,,,
1763,2024-12-15 20:45:25,208,waiting,202402080010,,,2024-12-15 00:00:00,,2024-12-15 17:45:25,2024-12-15 17:45:25,,15.0,CASH,,,,,,,
1764,2024-12-15 21:49:47,352,waiting,202403520001,,,2024-12-15 11:00:00,,2024-12-15 18:49:47,2024-12-15 18:49:47,,15.0,CASH,,,,,,,
1765,2024-12-15 23:26:39,143,invoiced,202401430006,,,2024-12-15 22:00:00,108.0,2024-12-15 20:26:40,2024-12-16 05:55:47,,0.0,CASH,,873,2,,,,
1766,2024-12-16 06:43:59,222,invoiced,202402220019,,,2024-12-16 00:00:00,108.0,2024-12-16 03:43:59,2024-12-16 05:51:01,,15.0,CASH,,872,2,,,,
1767,2024-12-16 09:02:43,322,waiting,202403220016,,,2024-12-16 00:00:00,,2024-12-16 06:02:43,2024-12-16 06:02:43,,15.0,CASH,,,,,,,
1768,2024-12-16 17:56:46,146,invoiced,202401460025,,,2024-12-16 00:00:00,108.0,2024-12-16 14:56:46,2024-12-16 15:56:07,,0.0,BANK,,876,2,,,,
1769,2024-12-16 20:27:22,182,invoiced,202401820010,,,2024-12-16 00:00:00,108.0,2024-12-16 17:27:22,2024-12-16 17:58:26,,15.0,CASH,,877,2,,,,
1770,2024-12-16 22:18:40,182,invoiced,202401820011,,,2024-12-16 00:00:00,108.0,2024-12-16 19:18:40,2024-12-17 05:45:54,,0.0,CASH,,878,2,,,,
1771,2024-12-17 00:18:00,57,waiting,202400570066,,,2024-12-17 00:00:00,,2024-12-16 21:18:00,2024-12-16 21:18:00,,0.0,CASH,,,,,,,
1772,2024-12-17 08:20:19,222,invoiced,202402220020,,,2024-12-17 00:00:00,108.0,2024-12-17 05:20:19,2024-12-17 06:04:10,,15.0,CASH,,879,2,,,,
1773,2024-12-17 08:29:46,80,invoiced,202400800022,,,2024-12-17 00:00:00,108.0,2024-12-17 05:29:46,2024-12-17 07:10:15,,0.0,BANK,,880,2,,,,
1774,2024-12-17 13:34:13,16,invoiced,202400160023,,,2024-12-17 00:00:00,108.0,2024-12-17 10:34:13,2024-12-17 16:00:58,,0.0,BANK,,882,2,,,,
1775,2024-12-17 16:42:56,268,invoiced,202402680011,,,2024-12-17 00:00:00,108.0,2024-12-17 13:42:57,2024-12-17 14:40:20,,0.0,BANK,,881,2,,,,
1776,2024-12-17 18:09:26,53,invoiced,202400530037,,,2024-12-17 00:00:00,108.0,2024-12-17 15:09:26,2024-12-17 17:14:09,,15.0,CASH,,883,2,,,,
1777,2024-12-17 18:46:14,92,invoiced,202400920036,,,2024-12-17 00:00:00,108.0,2024-12-17 15:46:14,2024-12-17 18:05:25,,0.0,CASH,,884,2,,,,
1778,2024-12-17 20:58:45,288,invoiced,202402880010,,,2024-12-17 00:00:00,108.0,2024-12-17 17:58:45,2024-12-17 18:31:49,,0.0,BANK,,885,2,,,,
1779,2024-12-18 08:01:30,222,invoiced,202402220021,,,2024-12-18 00:00:00,108.0,2024-12-18 05:01:30,2024-12-18 05:19:01,,15.0,CASH,,886,2,,,,
1780,2024-12-18 13:04:08,268,invoiced,202402680012,,,2024-12-18 00:00:00,108.0,2024-12-18 10:04:08,2024-12-18 16:01:23,,15.0,BANK,,889,2,,,,
1781,2024-12-18 15:21:50,353,waiting,202403530001,,,2024-12-18 00:00:00,,2024-12-18 12:21:50,2024-12-18 12:21:50,,15.0,CASH,,,,,,,
1782,2024-12-18 16:45:35,174,invoiced,202401740034,,,2024-12-18 18:00:00,108.0,2024-12-18 13:45:35,2024-12-18 15:39:01,,0.0,BANK,,887,2,,,,
1783,2024-12-18 17:03:38,68,invoiced,202400680032,,,2024-12-18 19:00:00,108.0,2024-12-18 14:03:38,2024-12-18 15:50:54,,15.0,CASH,,888,2,,,,
1784,2024-12-18 17:13:44,165,invoiced,202401650005,,,2024-12-18 00:00:00,108.0,2024-12-18 14:13:44,2024-12-18 18:59:59,,0.0,BANK,,890,2,,,,
1785,2024-12-18 19:56:23,321,waiting,202403210025,,,2024-12-18 00:00:00,,2024-12-18 16:56:23,2024-12-18 16:56:23,,0.0,CASH,,,,,,,
1786,2024-12-19 06:30:40,222,invoiced,202402220022,,,2024-12-19 00:00:00,108.0,2024-12-19 03:30:40,2024-12-19 04:32:54,,15.0,CASH,,891,2,,,,
1787,2024-12-19 11:12:42,274,invoiced,202402740012,,,2024-12-19 00:00:00,108.0,2024-12-19 08:12:42,2024-12-19 15:59:38,,0.0,BANK,,892,2,,,,
1788,2024-12-19 17:25:05,47,invoiced,202400470026,,,2024-12-19 11:00:00,108.0,2024-12-19 14:25:05,2024-12-19 17:31:19,,0.0,CASH,,893,2,,,,
1789,2024-12-19 20:43:04,322,waiting,202403220017,,,2024-12-19 00:00:00,,2024-12-19 17:43:04,2024-12-19 17:43:04,,15.0,CASH,,,,,,,
1790,2024-12-19 21:06:12,52,invoiced,202400520043,,,2024-12-19 00:00:00,108.0,2024-12-19 18:06:12,2024-12-20 14:06:32,,0.0,BANK,,895,2,,,,
1791,2024-12-20 00:26:48,75,invoiced,202400750087,,,2024-12-20 00:00:00,108.0,2024-12-19 21:26:48,2024-12-20 15:21:27,,0.0,CASH,,896,2,,,,
1792,2024-12-20 11:09:14,192,invoiced,202401920004,,,2024-12-20 00:00:00,108.0,2024-12-20 08:09:14,2024-12-20 14:01:44,,15.0,CASH,,894,2,,,,
1793,2024-12-20 18:03:16,263,invoiced,202402630004,,,2024-12-20 23:00:00,108.0,2024-12-20 15:03:16,2024-12-20 17:31:36,,0.0,CASH,,897,2,,,,
1794,2024-12-21 01:40:05,146,invoiced,202401460026,,,2024-12-21 00:00:00,108.0,2024-12-20 22:40:05,2024-12-21 06:28:45,,0.0,BANK,,898,2,,,,
1795,2024-12-21 06:51:51,222,waiting,202402220023,,,2024-12-21 00:00:00,,2024-12-21 03:51:51,2024-12-21 03:51:51,,15.0,CASH,,,,,,,
1796,2024-12-21 08:34:58,322,waiting,202403220018,,,2024-12-21 00:00:00,,2024-12-21 05:34:58,2024-12-21 05:34:58,,15.0,CASH,,,,,,,
1797,2024-12-21 10:49:24,51,invoiced,202400510021,,,2024-12-21 00:00:00,108.0,2024-12-21 07:49:24,2024-12-21 08:41:49,,0.0,CASH,,899,2,,,,
1798,2024-12-21 12:04:37,355,waiting,202403550001,,,2024-12-21 00:00:00,,2024-12-21 09:04:37,2024-12-21 09:04:37,,15.0,CASH,,,,,,,
1799,2024-12-21 16:02:08,343,invoiced,202403430001,,,2024-12-21 00:00:00,108.0,2024-12-21 13:02:08,2024-12-21 16:02:44,,0.0,CASH,,900,2,,,,
1800,2024-12-21 19:32:06,321,waiting,202403210026,,,2024-12-21 00:00:00,,2024-12-21 16:32:06,2024-12-21 16:32:06,,15.0,CASH,,,,,,,
1801,2024-12-21 20:23:35,126,invoiced,202401260023,,,2024-12-21 00:00:00,108.0,2024-12-21 17:23:35,2024-12-21 17:41:54,,15.0,CASH,,901,2,,,,
1802,2024-12-21 20:45:50,172,invoiced,202401720001,,,2024-12-21 11:00:00,108.0,2024-12-21 17:45:50,2024-12-22 05:36:34,,15.0,CASH,,904,2,,,,
1803,2024-12-21 22:12:22,53,canceled,202400530038,,,2024-12-21 00:00:00,53.0,2024-12-21 19:12:22,2024-12-21 19:13:17,,15.0,CASH,,,,,,,
1804,2024-12-21 22:14:38,53,invoiced,202400530039,,,2024-12-21 00:00:00,108.0,2024-12-21 19:14:38,2024-12-22 05:31:42,,15.0,CASH,,903,2,,,,
1805,2024-12-21 23:58:14,57,waiting,202400570067,,,2024-12-21 00:00:00,,2024-12-21 20:58:14,2024-12-21 20:58:14,,0.0,CASH,,,,,,,
1806,2024-12-22 00:01:50,57,canceled,202400570068,,,2024-12-22 00:00:00,57.0,2024-12-21 21:01:50,2025-01-29 21:40:49,,0.0,CASH,,,,,,,
1807,2024-12-22 04:16:30,56,invoiced,202400560120,,,2024-12-22 00:00:00,108.0,2024-12-22 01:16:30,2024-12-22 06:52:02,,0.0,CASH,,906,2,,,,
1808,2024-12-22 04:22:09,56,invoiced,202400560121,,,2024-12-22 00:00:00,108.0,2024-12-22 01:22:09,2024-12-22 06:51:10,,15.0,CASH,,905,2,,,,
1809,2024-12-22 06:59:48,222,invoiced,202402220024,,,2024-12-22 00:00:00,108.0,2024-12-22 03:59:48,2024-12-22 05:31:13,,15.0,CASH,,902,2,,,,
1810,2024-12-22 09:53:03,357,waiting,202403570001,,,2024-12-22 00:00:00,,2024-12-22 06:53:03,2024-12-22 06:53:03,,15.0,CASH,,,,,,,
1811,2024-12-22 10:06:28,172,invoiced,202401720002,,,2024-12-22 11:00:00,108.0,2024-12-22 07:06:28,2024-12-22 07:42:04,,15.0,CASH,,908,2,,,,
1812,2024-12-22 10:15:40,304,invoiced,202403040012,,,2024-12-22 00:00:00,108.0,2024-12-22 07:15:40,2024-12-22 14:13:56,,0.0,CASH,,910,2,,,,
1813,2024-12-22 10:19:50,172,invoiced,202401720003,,,2024-12-22 11:00:00,108.0,2024-12-22 07:19:50,2024-12-22 07:41:41,,15.0,CASH,,907,2,,,,
1814,2024-12-22 10:21:56,80,invoiced,202400800023,,,2024-12-22 00:00:00,108.0,2024-12-22 07:21:57,2024-12-22 16:02:03,,0.0,BANK,,912,2,,,,
1815,2024-12-22 16:24:55,174,invoiced,202401740035,,,2024-12-22 18:00:00,108.0,2024-12-22 13:24:55,2024-12-22 16:01:31,,0.0,BANK,,911,2,,,,
1816,2024-12-22 19:35:02,321,waiting,202403210027,,,2024-12-22 00:00:00,,2024-12-22 16:35:02,2024-12-22 16:35:02,,15.0,CASH,,,,,,,
1817,2024-12-22 21:42:28,67,invoiced,202400670020,,,2024-12-22 11:00:00,108.0,2024-12-22 18:42:28,2024-12-22 19:12:24,,0.0,CASH,,913,2,,,,
1818,2024-12-22 23:49:10,311,invoiced,202403110012,,,2024-12-22 00:00:00,108.0,2024-12-22 20:49:10,2024-12-23 06:33:06,,15.0,CASH,,918,2,,,,
1819,2024-12-23 01:43:38,133,invoiced,202401330004,,,2024-12-23 12:00:00,108.0,2024-12-22 22:43:38,2024-12-23 06:32:45,,15.0,CASH,,917,2,,,,
1820,2024-12-23 01:47:18,133,invoiced,202401330005,,,2024-12-23 12:00:00,108.0,2024-12-22 22:47:18,2024-12-23 06:32:24,,15.0,CASH,,916,2,,,,
1821,2024-12-23 06:35:11,222,invoiced,202402220025,,,2024-12-23 00:00:00,108.0,2024-12-23 03:35:11,2024-12-23 05:48:01,,15.0,CASH,,914,2,,,,
1822,2024-12-23 07:14:11,22,invoiced,202400220020,,,2024-12-23 00:00:00,108.0,2024-12-23 04:14:11,2024-12-23 06:32:00,,0.0,BANK,,915,2,,,,
1823,2024-12-23 16:39:51,268,invoiced,202402680013,,,2024-12-23 00:00:00,108.0,2024-12-23 13:39:51,2024-12-23 15:10:34,,15.0,BANK,,919,2,,,,
1824,2024-12-23 18:24:14,55,invoiced,202400550007,,,2024-12-23 21:00:00,108.0,2024-12-23 15:24:14,2024-12-23 17:11:55,,0.0,CASH,,921,2,,,,
1825,2024-12-23 18:34:49,55,invoiced,202400550008,,,2024-12-23 21:00:00,108.0,2024-12-23 15:34:49,2024-12-23 17:11:37,,15.0,CASH,,920,2,,,,
1826,2024-12-23 22:36:05,57,waiting,202400570069,,,2024-12-23 00:00:00,,2024-12-23 19:36:05,2024-12-23 19:36:05,,0.0,CASH,,,,,,,
1827,2024-12-23 23:46:00,173,invoiced,202401730017,,,2024-12-23 00:00:00,108.0,2024-12-23 20:46:00,2024-12-24 06:13:25,,0.0,BANK,,922,2,,,,
1828,2024-12-24 17:17:22,126,invoiced,202401260024,,,2024-12-24 00:00:00,108.0,2024-12-24 14:17:22,2024-12-24 17:35:30,,0.0,CASH,,925,2,,,,
1829,2024-12-24 17:32:55,268,invoiced,202402680014,,,2024-12-24 18:00:00,108.0,2024-12-24 14:32:55,2024-12-24 17:16:49,,0.0,BANK,,924,2,,,,
1830,2024-12-24 17:36:29,311,invoiced,202403110013,,,2024-12-24 00:00:00,108.0,2024-12-24 14:36:29,2024-12-24 15:51:06,,15.0,CASH,,923,2,,,,
1831,2024-12-24 18:49:15,248,invoiced,202402480009,,,2024-12-24 00:00:00,108.0,2024-12-24 15:49:15,2024-12-24 17:47:02,,0.0,CASH,,926,2,,,,
1832,2024-12-24 20:52:12,140,waiting,202401400013,,,2024-12-24 00:00:00,,2024-12-24 17:52:12,2024-12-24 17:52:12,,15.0,CASH,,,,,,,
1833,2024-12-24 21:03:29,75,invoiced,202400750088,,,2024-12-24 00:00:00,108.0,2024-12-24 18:03:29,2024-12-25 06:46:38,,0.0,CASH,,929,2,,,,
1834,2024-12-24 21:12:05,140,waiting,202401400014,,,2024-12-24 00:00:00,,2024-12-24 18:12:05,2024-12-24 18:12:05,,15.0,CASH,,,,,,,
1835,2024-12-24 21:31:03,140,waiting,202401400015,,,2024-12-24 00:00:00,,2024-12-24 18:31:03,2024-12-24 18:31:03,,15.0,CASH,,,,,,,
1836,2024-12-24 22:20:13,82,invoiced,202400820003,,,2024-12-24 00:00:00,108.0,2024-12-24 19:20:13,2024-12-25 15:13:21,,15.0,CASH,,931,2,,,,
1837,2024-12-24 23:55:57,57,waiting,202400570070,,,2024-12-24 00:00:00,,2024-12-24 20:55:57,2024-12-24 20:55:57,,0.0,CASH,,,,,,,
1838,2024-12-25 01:13:47,358,invoiced,202403580001,,,2024-12-25 00:00:00,108.0,2024-12-24 22:13:47,2024-12-25 06:44:54,,15.0,CASH,,928,2,,,,
1839,2024-12-25 08:05:41,222,invoiced,202402220026,,,2024-12-25 00:00:00,108.0,2024-12-25 05:05:42,2024-12-25 05:40:26,,15.0,CASH,,927,2,,,,
1840,2024-12-25 09:13:22,322,waiting,202403220019,,,2024-12-25 00:00:00,,2024-12-25 06:13:22,2024-12-25 06:13:22,,15.0,CASH,,,,,,,
1841,2024-12-25 11:16:51,129,invoiced,202401290014,,,2024-12-25 17:00:00,108.0,2024-12-25 08:16:51,2024-12-25 08:53:50,,0.0,CASH,,930,2,,,,
1842,2024-12-25 14:39:15,287,invoiced,202402870009,,,2024-12-25 22:00:00,108.0,2024-12-25 11:39:15,2024-12-25 17:06:47,,0.0,BANK,,932,2,,,,
1843,2024-12-25 18:00:32,212,invoiced,202402120015,,,2024-12-25 00:00:00,108.0,2024-12-25 15:00:32,2024-12-25 19:06:58,,0.0,CASH,,933,2,,,,
1844,2024-12-25 21:05:57,173,invoiced,202401730018,,,2024-12-25 00:00:00,108.0,2024-12-25 18:05:57,2024-12-25 19:34:47,,0.0,BANK,,934,2,,,,
1845,2024-12-26 00:51:21,311,invoiced,202403110014,,,2024-12-26 00:00:00,108.0,2024-12-25 21:51:21,2024-12-26 05:40:53,,15.0,CASH,,935,2,,,,
1846,2024-12-26 08:21:23,322,waiting,202403220020,,,2024-12-26 00:00:00,,2024-12-26 05:21:23,2024-12-26 05:21:23,,15.0,CASH,,,,,,,
1847,2024-12-26 10:31:05,146,invoiced,202401460027,,,2024-12-26 00:00:00,108.0,2024-12-26 07:31:05,2024-12-26 08:47:14,,0.0,BANK,,936,2,,,,
1848,2024-12-26 10:56:42,172,waiting,202401720004,,,2024-12-26 00:00:00,,2024-12-26 07:56:42,2024-12-26 07:56:42,,15.0,CASH,,,,,,,
1849,2024-12-26 23:57:33,53,canceled,202400530040,,,2024-12-26 00:00:00,53.0,2024-12-26 20:57:33,2024-12-26 21:00:57,,15.0,CASH,,,,,,,
1850,2024-12-27 00:00:38,53,invoiced,202400530041,,,2024-12-27 00:00:00,108.0,2024-12-26 21:00:38,2024-12-27 14:42:08,,15.0,CASH,,941,2,,,,
1851,2024-12-27 03:06:43,300,invoiced,202403000008,,,2024-12-27 00:00:00,108.0,2024-12-27 00:06:43,2024-12-27 14:33:21,,15.0,CASH,,940,2,,,,
1852,2024-12-27 12:19:59,109,invoiced,202401090027,,,2024-12-27 17:00:00,108.0,2024-12-27 09:19:59,2024-12-27 13:46:52,,15.0,CASH,,937,2,,,,
1853,2024-12-27 13:32:45,300,invoiced,202403000009,,,2024-12-27 00:00:00,108.0,2024-12-27 10:32:45,2024-12-27 14:33:03,,15.0,CASH,,939,2,,,,
1854,2024-12-27 16:55:12,220,invoiced,202402200020,,,2024-12-27 21:00:00,108.0,2024-12-27 13:55:12,2024-12-27 14:32:42,,15.0,CASH,,938,2,,,,
1855,2024-12-27 22:12:05,57,invoiced,202400570071,,,2024-12-27 22:00:00,108.0,2024-12-27 19:12:05,2024-12-28 06:40:44,,0.0,CASH,,945,2,,,,
1856,2024-12-28 04:32:58,316,invoiced,202403160014,,,2024-12-28 00:00:00,108.0,2024-12-28 01:32:58,2024-12-28 05:04:53,,15.0,CASH,,944,2,,,,
1857,2024-12-28 06:37:48,316,invoiced,202403160015,,,2024-12-28 00:00:00,108.0,2024-12-28 03:37:48,2024-12-28 05:04:34,,15.0,CASH,,943,2,,,,
1858,2024-12-28 06:39:44,222,invoiced,202402220027,,,2024-12-28 00:00:00,108.0,2024-12-28 03:39:44,2024-12-28 05:04:16,,15.0,CASH,,942,2,,,,
1859,2024-12-28 09:53:38,129,invoiced,202401290015,,,2024-12-28 11:00:00,,2024-12-28 06:53:38,2024-12-28 07:32:33,,15.0,CASH,,946,2,,,,
1860,2024-12-28 10:57:24,321,waiting,202403210028,,,2024-12-28 00:00:00,,2024-12-28 07:57:24,2024-12-28 07:57:24,,15.0,CASH,,,,,,,
1861,2024-12-28 12:17:07,190,invoiced,202401900025,,,2024-12-28 00:00:00,108.0,2024-12-28 09:17:07,2024-12-28 15:30:21,,15.0,CASH,,947,2,,,,
1862,2024-12-28 17:17:30,96,waiting,202400960016,,,2024-12-28 00:00:00,,2024-12-28 14:17:30,2024-12-28 14:17:30,,15.0,CASH,,,,,,,
1863,2024-12-28 17:26:45,359,invoiced,202403590001,,,2024-12-28 22:00:00,108.0,2024-12-28 14:26:45,2024-12-28 18:19:52,,15.0,CASH,,950,2,,,,
1864,2024-12-28 20:14:04,263,invoiced,202402630005,,,2024-12-28 00:00:00,108.0,2024-12-28 17:14:04,2024-12-28 18:07:13,,15.0,CASH,,949,2,,,,
1865,2024-12-28 20:50:45,72,invoiced,202400720021,,,2024-12-28 00:00:00,108.0,2024-12-28 17:50:45,2024-12-28 18:34:47,,0.0,CASH,,951,2,,,,
1866,2024-12-29 07:02:20,316,invoiced,202403160016,,,2024-12-29 00:00:00,108.0,2024-12-29 04:02:20,2024-12-29 05:15:58,,15.0,CASH,,952,2,,,,
1867,2024-12-29 13:37:11,75,invoiced,202400750089,,,2024-12-29 00:00:00,108.0,2024-12-29 10:37:11,2024-12-29 14:18:07,,15.0,CASH,,953,2,,,,
1868,2024-12-29 15:15:45,47,invoiced,202400470027,,,2024-12-29 11:00:00,108.0,2024-12-29 12:15:45,2024-12-29 19:44:28,,0.0,CASH,,958,2,,,,
1869,2024-12-29 15:49:36,142,invoiced,202401420010,,,2024-12-29 00:00:00,108.0,2024-12-29 12:49:36,2024-12-29 15:35:42,,0.0,CASH,,956,2,,,,
1870,2024-12-29 16:32:21,174,invoiced,202401740036,,,2024-12-29 18:00:00,108.0,2024-12-29 13:32:21,2024-12-29 15:14:24,,0.0,BANK,,955,2,,,,
1871,2024-12-29 17:31:38,172,invoiced,202401720005,,,2024-12-29 00:00:00,108.0,2024-12-29 14:31:38,2024-12-29 17:33:13,,15.0,CASH,,957,2,,,,
1872,2024-12-29 20:14:28,52,invoiced,202400520044,,,2024-12-29 00:00:00,108.0,2024-12-29 17:14:28,2024-12-30 15:57:51,,0.0,BANK,,963,2,,,,
1873,2024-12-29 20:22:59,172,waiting,202401720006,,,2024-12-29 00:00:00,,2024-12-29 17:22:59,2024-12-29 17:22:59,,15.0,CASH,,,,,,,
1874,2024-12-29 21:12:03,323,storekeeper_received,202403230009,,,2024-12-29 00:00:00,108.0,2024-12-29 18:12:03,2024-12-30 08:45:34,,0.0,CASH,,960,2,,,,
1875,2024-12-30 02:28:26,316,invoiced,202403160017,,,2024-12-30 00:00:00,108.0,2024-12-29 23:28:26,2024-12-30 05:21:48,,15.0,CASH,,959,2,,,,
1876,2024-12-30 05:32:02,56,invoiced,202400560122,,,2024-12-30 00:00:00,108.0,2024-12-30 02:32:02,2024-12-30 18:06:01,,0.0,CASH,,967,2,,,,
1877,2024-12-30 05:37:22,56,invoiced,202400560123,,,2024-12-30 00:00:00,108.0,2024-12-30 02:37:22,2024-12-30 18:05:42,,15.0,CASH,,966,2,,,,
1878,2024-12-30 05:52:27,362,invoiced,202403620001,,,2024-12-30 00:00:00,108.0,2024-12-30 02:52:27,2025-01-05 07:26:30,,0.0,CASH,,1008,2,,,,
1879,2024-12-30 07:09:12,304,invoiced,202403040013,,,2024-12-30 00:00:00,2.0,2024-12-30 04:09:12,2024-12-30 18:13:43,,0.0,CASH,,962,2,,,,
1880,2024-12-30 07:46:16,322,invoiced,202403220021,,,2024-12-30 00:00:00,2.0,2024-12-30 04:46:16,2024-12-30 18:13:11,,15.0,CASH,,,,,,,
1881,2024-12-30 16:25:31,51,invoiced,202400510022,,,2024-12-30 00:00:00,108.0,2024-12-30 13:25:31,2024-12-30 14:30:48,,15.0,CASH,,961,2,,,,
1882,2024-12-30 16:46:56,172,invoiced,202401720007,,,2024-12-30 00:00:00,2.0,2024-12-30 13:46:56,2024-12-30 18:13:28,,15.0,CASH,,,,,,,
1883,2024-12-30 17:01:13,134,invoiced,202401340014,,,2024-12-30 00:00:00,108.0,2024-12-30 14:01:13,2024-12-30 18:05:21,,15.0,CASH,,965,2,,,,
1884,2024-12-30 18:16:35,92,invoiced,202400920037,,,2024-12-30 00:00:00,108.0,2024-12-30 15:16:35,2024-12-30 18:04:02,,0.0,CASH,,964,2,,,,
1885,2024-12-30 18:50:48,321,invoiced,202403210029,,,2024-12-30 00:00:00,2.0,2024-12-30 15:50:48,2024-12-30 18:12:59,,15.0,CASH,,,,,,,
1886,2024-12-30 19:04:21,146,invoiced,202401460028,,,2024-12-30 00:00:00,108.0,2024-12-30 16:04:21,2024-12-30 18:26:39,,0.0,BANK,,968,2,,,,
1887,2024-12-30 23:05:46,288,invoiced,202402880011,,,2024-12-30 00:00:00,108.0,2024-12-30 20:05:46,2024-12-31 05:15:17,,0.0,BANK,,969,2,,,,
1888,2024-12-31 07:51:44,322,invoiced,202403220022,,,2024-12-31 00:00:00,2.0,2024-12-31 04:51:44,2024-12-31 07:56:31,,15.0,CASH,,,,,,,
1889,2024-12-31 10:14:08,226,canceled,202402260007,,,2024-12-31 00:00:00,2.0,2024-12-31 07:14:08,2024-12-31 07:56:17,,0.0,CASH,,,,,,,
1890,2024-12-31 13:18:04,266,invoiced,202402660004,,,2024-12-31 00:00:00,108.0,2024-12-31 10:18:04,2024-12-31 15:35:35,,0.0,CASH,,970,2,,,,
1891,2024-12-31 13:55:04,322,waiting,202403220023,,,2024-12-31 00:00:00,,2024-12-31 10:55:04,2024-12-31 10:55:04,,15.0,CASH,,,,,,,
1892,2025-01-01 06:46:46,222,invoiced,202502220028,,,2025-01-01 00:00:00,108.0,2025-01-01 03:46:46,2025-01-02 05:00:56,,15.0,CASH,,973,2,,,,
1893,2025-01-01 12:06:30,321,invoiced,202503210030,,,2025-01-01 00:00:00,2.0,2025-01-01 09:06:30,2025-01-01 18:09:13,,15.0,CASH,,,,,,,
1894,2025-01-01 19:19:16,75,invoiced,202500750090,,,2025-01-01 00:00:00,108.0,2025-01-01 16:19:16,2025-01-01 18:08:09,,0.0,CASH,,971,2,,,,
1895,2025-01-01 21:35:39,321,waiting,202503210031,,,2025-01-01 00:00:00,,2025-01-01 18:35:39,2025-01-01 18:35:39,,15.0,CASH,,,,,,,
1896,2025-01-02 01:57:41,133,invoiced,202501330006,,,2025-01-02 00:00:00,108.0,2025-01-01 22:57:41,2025-01-02 05:28:59,,15.0,CASH,,974,2,,,,
1897,2025-01-02 07:17:49,222,invoiced,202502220029,,,2025-01-02 00:00:00,108.0,2025-01-02 04:17:49,2025-01-02 05:00:14,,15.0,CASH,,972,2,,,,
1898,2025-01-02 07:57:44,322,invoiced,202503220024,,,2025-01-02 00:00:00,108.0,2025-01-02 04:57:44,2025-01-02 16:11:37,,15.0,CASH,,,,,,,
1899,2025-01-02 08:41:49,322,invoiced,202503220025,,,2025-01-02 00:00:00,108.0,2025-01-02 05:41:49,2025-01-02 16:11:52,,15.0,CASH,,,,,,,
1900,2025-01-02 14:34:34,16,invoiced,202500160024,,,2025-01-02 00:00:00,108.0,2025-01-02 11:34:34,2025-01-02 15:32:27,,0.0,BANK,,975,2,,,,
1901,2025-01-02 15:20:16,39,invoiced,202500390001,,,2025-01-02 22:00:00,108.0,2025-01-02 12:20:16,2025-01-02 17:27:23,,15.0,CASH,,977,2,,,,
1902,2025-01-02 16:38:08,90,canceled,202500900001,,,2025-01-02 00:00:00,108.0,2025-01-02 13:38:08,2025-01-02 16:12:10,,15.0,CASH,,,,,,,
1903,2025-01-02 18:23:00,220,invoiced,202502200021,,,2025-01-02 22:00:00,108.0,2025-01-02 15:23:00,2025-01-02 17:24:08,,0.0,CASH,,976,2,,,,
1904,2025-01-02 19:42:02,274,invoiced,202502740013,,,2025-01-02 00:00:00,108.0,2025-01-02 16:42:02,2025-01-03 15:24:52,,0.0,CASH,,980,2,,,,
1905,2025-01-02 20:35:12,321,waiting,202503210032,,,2025-01-02 00:00:00,,2025-01-02 17:35:12,2025-01-02 17:35:12,,15.0,CASH,,,,,,,
1906,2025-01-02 21:14:41,55,waiting,202500550009,,,2025-01-02 22:00:00,,2025-01-02 18:14:41,2025-01-02 18:14:41,,15.0,CASH,,,,,,,
1907,2025-01-02 22:29:02,351,invoiced,202503510003,,,2025-01-02 23:00:00,108.0,2025-01-02 19:29:02,2025-01-02 19:53:54,,15.0,CASH,,978,2,,,,
